date;city;Pandemic_severity_index
29/03/2022;Chapecó;1
29/03/2022;Lages;1
29/03/2022;Caçador;1
29/03/2022;Araranguá;1
29/03/2022;Indaial;1
29/03/2022;Xanxerê;1
29/03/2022;São Miguel do Oeste;1
29/03/2022;Laguna;1
29/03/2022;Curitibanos;1
29/03/2022;Rio Negrinho;1
29/03/2022;Campos Novos;1
29/03/2022;Itapoá;2
29/03/2022;Joaçaba;1
30/03/2022;Florianópolis;1
30/03/2022;Itajaí;1
30/03/2022;Chapecó;1
30/03/2022;Lages;1
30/03/2022;Caçador;1
30/03/2022;Araranguá;1
30/03/2022;Indaial;1
30/03/2022;Xanxerê;1
30/03/2022;São Miguel do Oeste;1
30/03/2022;Laguna;1
30/03/2022;Curitibanos;1
30/03/2022;Rio Negrinho;1
30/03/2022;Campos Novos;1
30/03/2022;Itapoá;2
30/03/2022;Joaçaba;1
31/03/2022;Florianópolis;1
31/03/2022;Itajaí;1
31/03/2022;Chapecó;1
31/03/2022;Lages;1
31/03/2022;Caçador;1
31/03/2022;Araranguá;1
31/03/2022;Indaial;1
31/03/2022;Xanxerê;1
31/03/2022;São Miguel do Oeste;1
31/03/2022;Laguna;1
31/03/2022;Curitibanos;1
31/03/2022;Rio Negrinho;1
31/03/2022;Campos Novos;1
31/03/2022;Itapoá;2
31/03/2022;Joaçaba;1
01/04/2022;Florianópolis;1
01/04/2022;Itajaí;1
01/04/2022;Chapecó;1
01/04/2022;Lages;1
01/04/2022;Caçador;1
01/04/2022;Araranguá;1
01/04/2022;Indaial;1
01/04/2022;Xanxerê;1
01/04/2022;São Miguel do Oeste;1
01/04/2022;Laguna;1
01/04/2022;Curitibanos;1
01/04/2022;Rio Negrinho;1
01/04/2022;Campos Novos;1
01/04/2022;Itapoá;2
01/04/2022;Joaçaba;1
02/04/2022;Florianópolis;
02/04/2022;Itajaí;
02/04/2022;Chapecó;
02/04/2022;Lages;
02/04/2022;Caçador;
02/04/2022;Araranguá;
02/04/2022;Indaial;
02/04/2022;Xanxerê;
02/04/2022;São Miguel do Oeste;
02/04/2022;Laguna;
02/04/2022;Curitibanos;
02/04/2022;Rio Negrinho;
02/04/2022;Campos Novos;
02/04/2022;Itapoá;
02/04/2022;Joaçaba;
03/04/2022;Florianópolis;
03/04/2022;Itajaí;
03/04/2022;Chapecó;
03/04/2022;Lages;
03/04/2022;Caçador;
03/04/2022;Araranguá;
03/04/2022;Indaial;
03/04/2022;Xanxerê;
03/04/2022;São Miguel do Oeste;
03/04/2022;Laguna;
03/04/2022;Curitibanos;
03/04/2022;Rio Negrinho;
03/04/2022;Campos Novos;
03/04/2022;Itapoá;
03/04/2022;Joaçaba;
04/04/2022;Florianópolis;
04/04/2022;Itajaí;
04/04/2022;Chapecó;
04/04/2022;Lages;
04/04/2022;Caçador;
04/04/2022;Araranguá;
04/04/2022;Indaial;
04/04/2022;Xanxerê;
04/04/2022;São Miguel do Oeste;
04/04/2022;Laguna;
04/04/2022;Curitibanos;
04/04/2022;Rio Negrinho;
04/04/2022;Campos Novos;
04/04/2022;Itapoá;
04/04/2022;Joaçaba;
05/04/2022;Florianópolis;
05/04/2022;Itajaí;
05/04/2022;Chapecó;
05/04/2022;Lages;
05/04/2022;Caçador;
05/04/2022;Araranguá;
05/04/2022;Indaial;
05/04/2022;Xanxerê;
05/04/2022;São Miguel do Oeste;
05/04/2022;Laguna;
05/04/2022;Curitibanos;
05/04/2022;Rio Negrinho;
05/04/2022;Campos Novos;
05/04/2022;Itapoá;
05/04/2022;Joaçaba;
06/04/2022;Florianópolis;
06/04/2022;Itajaí;
06/04/2022;Chapecó;
06/04/2022;Lages;
06/04/2022;Caçador;
06/04/2022;Araranguá;
06/04/2022;Indaial;
06/04/2022;Xanxerê;
06/04/2022;São Miguel do Oeste;
06/04/2022;Laguna;
06/04/2022;Curitibanos;
06/04/2022;Rio Negrinho;
06/04/2022;Campos Novos;
06/04/2022;Itapoá;
06/04/2022;Joaçaba;
07/04/2022;Florianópolis;
07/04/2022;Itajaí;
07/04/2022;Chapecó;
07/04/2022;Lages;
07/04/2022;Caçador;
07/04/2022;Araranguá;
07/04/2022;Indaial;
07/04/2022;Xanxerê;
07/04/2022;São Miguel do Oeste;
07/04/2022;Laguna;
07/04/2022;Curitibanos;
07/04/2022;Rio Negrinho;
07/04/2022;Campos Novos;
07/04/2022;Itapoá;
07/04/2022;Joaçaba;
08/04/2022;Florianópolis;
08/04/2022;Itajaí;
08/04/2022;Chapecó;
08/04/2022;Lages;
08/04/2022;Caçador;
08/04/2022;Araranguá;
08/04/2022;Indaial;
08/04/2022;Xanxerê;
08/04/2022;São Miguel do Oeste;
08/04/2022;Laguna;
08/04/2022;Curitibanos;
08/04/2022;Rio Negrinho;
08/04/2022;Campos Novos;
08/04/2022;Itapoá;
08/04/2022;Joaçaba;
09/04/2022;Florianópolis;
09/04/2022;Itajaí;
09/04/2022;Chapecó;
09/04/2022;Lages;
09/04/2022;Caçador;
09/04/2022;Araranguá;
09/04/2022;Indaial;
09/04/2022;Xanxerê;
09/04/2022;São Miguel do Oeste;
09/04/2022;Laguna;
09/04/2022;Curitibanos;
09/04/2022;Rio Negrinho;
09/04/2022;Campos Novos;
09/04/2022;Itapoá;
09/04/2022;Joaçaba;
10/04/2022;Florianópolis;
10/04/2022;Itajaí;
10/04/2022;Chapecó;
10/04/2022;Lages;
10/04/2022;Caçador;
10/04/2022;Araranguá;
10/04/2022;Indaial;
10/04/2022;Xanxerê;
10/04/2022;São Miguel do Oeste;
10/04/2022;Laguna;
10/04/2022;Curitibanos;
10/04/2022;Rio Negrinho;
10/04/2022;Campos Novos;
10/04/2022;Itapoá;
10/04/2022;Joaçaba;
11/04/2022;Florianópolis;
11/04/2022;Itajaí;
11/04/2022;Chapecó;
11/04/2022;Lages;
11/04/2022;Caçador;
11/04/2022;Araranguá;
11/04/2022;Indaial;
11/04/2022;Xanxerê;
11/04/2022;São Miguel do Oeste;
11/04/2022;Laguna;
11/04/2022;Curitibanos;
11/04/2022;Rio Negrinho;
11/04/2022;Campos Novos;
11/04/2022;Itapoá;
11/04/2022;Joaçaba;
12/04/2022;Florianópolis;
12/04/2022;Itajaí;
12/04/2022;Chapecó;
12/04/2022;Lages;
12/04/2022;Caçador;
12/04/2022;Araranguá;
12/04/2022;Indaial;
12/04/2022;Xanxerê;
12/04/2022;São Miguel do Oeste;
12/04/2022;Laguna;
12/04/2022;Curitibanos;
12/04/2022;Rio Negrinho;
12/04/2022;Campos Novos;
12/04/2022;Itapoá;
12/04/2022;Joaçaba;
13/04/2022;Florianópolis;
13/04/2022;Itajaí;
13/04/2022;Chapecó;
13/04/2022;Lages;
13/04/2022;Caçador;
13/04/2022;Araranguá;
13/04/2022;Indaial;
13/04/2022;Xanxerê;
13/04/2022;São Miguel do Oeste;
13/04/2022;Laguna;
13/04/2022;Curitibanos;
13/04/2022;Rio Negrinho;
13/04/2022;Campos Novos;
13/04/2022;Itapoá;
13/04/2022;Joaçaba;
14/04/2022;Florianópolis;
14/04/2022;Itajaí;
14/04/2022;Chapecó;
14/04/2022;Lages;
14/04/2022;Caçador;
14/04/2022;Araranguá;
14/04/2022;Indaial;
14/04/2022;Xanxerê;
14/04/2022;São Miguel do Oeste;
14/04/2022;Laguna;
14/04/2022;Curitibanos;
14/04/2022;Rio Negrinho;
14/04/2022;Campos Novos;
14/04/2022;Itapoá;
14/04/2022;Joaçaba;
15/04/2022;Florianópolis;
15/04/2022;Itajaí;
15/04/2022;Chapecó;
15/04/2022;Lages;
15/04/2022;Caçador;
15/04/2022;Araranguá;
15/04/2022;Indaial;
15/04/2022;Xanxerê;
15/04/2022;São Miguel do Oeste;
15/04/2022;Laguna;
15/04/2022;Curitibanos;
15/04/2022;Rio Negrinho;
15/04/2022;Campos Novos;
15/04/2022;Itapoá;
15/04/2022;Joaçaba;
16/04/2022;Florianópolis;
16/04/2022;Itajaí;
16/04/2022;Chapecó;
16/04/2022;Lages;
16/04/2022;Caçador;
16/04/2022;Araranguá;
16/04/2022;Indaial;
16/04/2022;Xanxerê;
16/04/2022;São Miguel do Oeste;
16/04/2022;Laguna;
16/04/2022;Curitibanos;
16/04/2022;Rio Negrinho;
16/04/2022;Campos Novos;
16/04/2022;Itapoá;
16/04/2022;Joaçaba;
17/04/2022;Florianópolis;
17/04/2022;Itajaí;
17/04/2022;Chapecó;
17/04/2022;Lages;
17/04/2022;Caçador;
17/04/2022;Araranguá;
17/04/2022;Indaial;
17/04/2022;Xanxerê;
17/04/2022;São Miguel do Oeste;
17/04/2022;Laguna;
17/04/2022;Curitibanos;
17/04/2022;Rio Negrinho;
17/04/2022;Campos Novos;
17/04/2022;Itapoá;
17/04/2022;Joaçaba;
18/04/2022;Florianópolis;
18/04/2022;Itajaí;
18/04/2022;Chapecó;
18/04/2022;Lages;
18/04/2022;Caçador;
18/04/2022;Araranguá;
18/04/2022;Indaial;
18/04/2022;Xanxerê;
18/04/2022;São Miguel do Oeste;
18/04/2022;Laguna;
18/04/2022;Curitibanos;
18/04/2022;Rio Negrinho;
18/04/2022;Campos Novos;
18/04/2022;Itapoá;
18/04/2022;Joaçaba;
19/04/2022;Florianópolis;
19/04/2022;Itajaí;
19/04/2022;Chapecó;
19/04/2022;Lages;
19/04/2022;Caçador;
19/04/2022;Araranguá;
19/04/2022;Indaial;
19/04/2022;Xanxerê;
19/04/2022;São Miguel do Oeste;
19/04/2022;Laguna;
19/04/2022;Curitibanos;
19/04/2022;Rio Negrinho;
19/04/2022;Campos Novos;
19/04/2022;Itapoá;
19/04/2022;Joaçaba;
20/04/2022;Florianópolis;
20/04/2022;Itajaí;
20/04/2022;Chapecó;
20/04/2022;Lages;
20/04/2022;Caçador;
20/04/2022;Araranguá;
20/04/2022;Indaial;
20/04/2022;Xanxerê;
20/04/2022;São Miguel do Oeste;
20/04/2022;Laguna;
20/04/2022;Curitibanos;
20/04/2022;Rio Negrinho;
20/04/2022;Campos Novos;
20/04/2022;Itapoá;
20/04/2022;Joaçaba;
21/04/2022;Florianópolis;
21/04/2022;Itajaí;
21/04/2022;Chapecó;
21/04/2022;Lages;
21/04/2022;Caçador;
21/04/2022;Araranguá;
21/04/2022;Indaial;
21/04/2022;Xanxerê;
21/04/2022;São Miguel do Oeste;
21/04/2022;Laguna;
21/04/2022;Curitibanos;
21/04/2022;Rio Negrinho;
21/04/2022;Campos Novos;
21/04/2022;Itapoá;
21/04/2022;Joaçaba;
22/04/2022;Florianópolis;
22/04/2022;Itajaí;
22/04/2022;Chapecó;
22/04/2022;Lages;
22/04/2022;Caçador;
22/04/2022;Araranguá;
22/04/2022;Indaial;
22/04/2022;Xanxerê;
22/04/2022;São Miguel do Oeste;
22/04/2022;Laguna;
22/04/2022;Curitibanos;
22/04/2022;Rio Negrinho;
22/04/2022;Campos Novos;
22/04/2022;Itapoá;
22/04/2022;Joaçaba;
23/04/2022;Florianópolis;
23/04/2022;Itajaí;
23/04/2022;Chapecó;
23/04/2022;Lages;
23/04/2022;Caçador;
23/04/2022;Araranguá;
23/04/2022;Indaial;
23/04/2022;Xanxerê;
23/04/2022;São Miguel do Oeste;
23/04/2022;Laguna;
23/04/2022;Curitibanos;
23/04/2022;Rio Negrinho;
23/04/2022;Campos Novos;
23/04/2022;Itapoá;
23/04/2022;Joaçaba;
24/04/2022;Florianópolis;
24/04/2022;Itajaí;
24/04/2022;Chapecó;
24/04/2022;Lages;
24/04/2022;Caçador;
24/04/2022;Araranguá;
24/04/2022;Indaial;
24/04/2022;Xanxerê;
24/04/2022;São Miguel do Oeste;
24/04/2022;Laguna;
24/04/2022;Curitibanos;
24/04/2022;Rio Negrinho;
24/04/2022;Campos Novos;
24/04/2022;Itapoá;
24/04/2022;Joaçaba;
25/04/2022;Florianópolis;
25/04/2022;Itajaí;
25/04/2022;Chapecó;
25/04/2022;Lages;
25/04/2022;Caçador;
25/04/2022;Araranguá;
25/04/2022;Indaial;
25/04/2022;Xanxerê;
25/04/2022;São Miguel do Oeste;
25/04/2022;Laguna;
25/04/2022;Curitibanos;
25/04/2022;Rio Negrinho;
25/04/2022;Campos Novos;
25/04/2022;Itapoá;
25/04/2022;Joaçaba;
26/04/2022;Florianópolis;
26/04/2022;Itajaí;
26/04/2022;Chapecó;
26/04/2022;Lages;
26/04/2022;Caçador;
26/04/2022;Araranguá;
26/04/2022;Indaial;
26/04/2022;Xanxerê;
26/04/2022;São Miguel do Oeste;
26/04/2022;Laguna;
26/04/2022;Curitibanos;
26/04/2022;Rio Negrinho;
26/04/2022;Campos Novos;
26/04/2022;Itapoá;
26/04/2022;Joaçaba;
27/04/2022;Florianópolis;
27/04/2022;Itajaí;
27/04/2022;Chapecó;
27/04/2022;Lages;
27/04/2022;Caçador;
27/04/2022;Araranguá;
27/04/2022;Indaial;
27/04/2022;Xanxerê;
27/04/2022;São Miguel do Oeste;
27/04/2022;Laguna;
27/04/2022;Curitibanos;
27/04/2022;Rio Negrinho;
27/04/2022;Campos Novos;
27/04/2022;Itapoá;
27/04/2022;Joaçaba;
28/04/2022;Florianópolis;
28/04/2022;Itajaí;
28/04/2022;Chapecó;
28/04/2022;Lages;
28/04/2022;Caçador;
28/04/2022;Araranguá;
28/04/2022;Indaial;
28/04/2022;Xanxerê;
28/04/2022;São Miguel do Oeste;
28/04/2022;Laguna;
28/04/2022;Curitibanos;
28/04/2022;Rio Negrinho;
28/04/2022;Campos Novos;
28/04/2022;Itapoá;
28/04/2022;Joaçaba;
29/04/2022;Florianópolis;
29/04/2022;Itajaí;
29/04/2022;Chapecó;
29/04/2022;Lages;
29/04/2022;Caçador;
29/04/2022;Araranguá;
29/04/2022;Indaial;
29/04/2022;Xanxerê;
29/04/2022;São Miguel do Oeste;
29/04/2022;Laguna;
29/04/2022;Curitibanos;
29/04/2022;Rio Negrinho;
29/04/2022;Campos Novos;
29/04/2022;Itapoá;
29/04/2022;Joaçaba;
30/04/2022;Florianópolis;
30/04/2022;Itajaí;
30/04/2022;Chapecó;
30/04/2022;Lages;
30/04/2022;Caçador;
30/04/2022;Araranguá;
30/04/2022;Indaial;
30/04/2022;Xanxerê;
30/04/2022;São Miguel do Oeste;
30/04/2022;Laguna;
30/04/2022;Curitibanos;
30/04/2022;Rio Negrinho;
30/04/2022;Campos Novos;
30/04/2022;Itapoá;
30/04/2022;Joaçaba;
01/05/2022;Florianópolis;
01/05/2022;Itajaí;
01/05/2022;Chapecó;
01/05/2022;Lages;
01/05/2022;Caçador;
01/05/2022;Araranguá;
01/05/2022;Indaial;
01/05/2022;Xanxerê;
01/05/2022;São Miguel do Oeste;
01/05/2022;Laguna;
01/05/2022;Curitibanos;
01/05/2022;Rio Negrinho;
01/05/2022;Campos Novos;
01/05/2022;Itapoá;
01/05/2022;Joaçaba;
02/05/2022;Florianópolis;
02/05/2022;Itajaí;
02/05/2022;Chapecó;
02/05/2022;Lages;
02/05/2022;Caçador;
02/05/2022;Araranguá;
02/05/2022;Indaial;
02/05/2022;Xanxerê;
02/05/2022;São Miguel do Oeste;
02/05/2022;Laguna;
02/05/2022;Curitibanos;
02/05/2022;Rio Negrinho;
02/05/2022;Campos Novos;
02/05/2022;Itapoá;
02/05/2022;Joaçaba;
03/05/2022;Florianópolis;
03/05/2022;Itajaí;
03/05/2022;Chapecó;
03/05/2022;Lages;
03/05/2022;Caçador;
03/05/2022;Araranguá;
03/05/2022;Indaial;
03/05/2022;Xanxerê;
03/05/2022;São Miguel do Oeste;
03/05/2022;Laguna;
03/05/2022;Curitibanos;
03/05/2022;Rio Negrinho;
03/05/2022;Campos Novos;
03/05/2022;Itapoá;
03/05/2022;Joaçaba;
04/05/2022;Florianópolis;
04/05/2022;Itajaí;
04/05/2022;Chapecó;
04/05/2022;Lages;
04/05/2022;Caçador;
04/05/2022;Araranguá;
04/05/2022;Indaial;
04/05/2022;Xanxerê;
04/05/2022;São Miguel do Oeste;
04/05/2022;Laguna;
04/05/2022;Curitibanos;
04/05/2022;Rio Negrinho;
04/05/2022;Campos Novos;
04/05/2022;Itapoá;
04/05/2022;Joaçaba;
05/05/2022;Florianópolis;
05/05/2022;Itajaí;
05/05/2022;Chapecó;
05/05/2022;Lages;
05/05/2022;Caçador;
05/05/2022;Araranguá;
05/05/2022;Indaial;
05/05/2022;Xanxerê;
05/05/2022;São Miguel do Oeste;
05/05/2022;Laguna;
05/05/2022;Curitibanos;
05/05/2022;Rio Negrinho;
05/05/2022;Campos Novos;
05/05/2022;Itapoá;
05/05/2022;Joaçaba;
06/05/2022;Florianópolis;
06/05/2022;Itajaí;
06/05/2022;Chapecó;
06/05/2022;Lages;
06/05/2022;Caçador;
06/05/2022;Araranguá;
06/05/2022;Indaial;
06/05/2022;Xanxerê;
06/05/2022;São Miguel do Oeste;
06/05/2022;Laguna;
06/05/2022;Curitibanos;
06/05/2022;Rio Negrinho;
06/05/2022;Campos Novos;
06/05/2022;Itapoá;
06/05/2022;Joaçaba;
07/05/2022;Florianópolis;
07/05/2022;Itajaí;
07/05/2022;Chapecó;
07/05/2022;Lages;
07/05/2022;Caçador;
07/05/2022;Araranguá;
07/05/2022;Indaial;
07/05/2022;Xanxerê;
07/05/2022;São Miguel do Oeste;
07/05/2022;Laguna;
07/05/2022;Curitibanos;
07/05/2022;Rio Negrinho;
07/05/2022;Campos Novos;
07/05/2022;Itapoá;
07/05/2022;Joaçaba;
08/05/2022;Florianópolis;
08/05/2022;Itajaí;
08/05/2022;Chapecó;
08/05/2022;Lages;
08/05/2022;Caçador;
08/05/2022;Araranguá;
08/05/2022;Indaial;
08/05/2022;Xanxerê;
08/05/2022;São Miguel do Oeste;
08/05/2022;Laguna;
08/05/2022;Curitibanos;
08/05/2022;Rio Negrinho;
08/05/2022;Campos Novos;
08/05/2022;Itapoá;
08/05/2022;Joaçaba;
09/05/2022;Florianópolis;
09/05/2022;Itajaí;
09/05/2022;Chapecó;
09/05/2022;Lages;
09/05/2022;Caçador;
09/05/2022;Araranguá;
09/05/2022;Indaial;
09/05/2022;Xanxerê;
09/05/2022;São Miguel do Oeste;
09/05/2022;Laguna;
09/05/2022;Curitibanos;
09/05/2022;Rio Negrinho;
09/05/2022;Campos Novos;
09/05/2022;Itapoá;
09/05/2022;Joaçaba;
10/05/2022;Florianópolis;
10/05/2022;Itajaí;
10/05/2022;Chapecó;
10/05/2022;Lages;
10/05/2022;Caçador;
10/05/2022;Araranguá;
10/05/2022;Indaial;
10/05/2022;Xanxerê;
10/05/2022;São Miguel do Oeste;
10/05/2022;Laguna;
10/05/2022;Curitibanos;
10/05/2022;Rio Negrinho;
10/05/2022;Campos Novos;
10/05/2022;Itapoá;
10/05/2022;Joaçaba;
11/05/2022;Florianópolis;
11/05/2022;Itajaí;
11/05/2022;Chapecó;
11/05/2022;Lages;
11/05/2022;Caçador;
11/05/2022;Araranguá;
11/05/2022;Indaial;
11/05/2022;Xanxerê;
11/05/2022;São Miguel do Oeste;
11/05/2022;Laguna;
11/05/2022;Curitibanos;
11/05/2022;Rio Negrinho;
11/05/2022;Campos Novos;
11/05/2022;Itapoá;
11/05/2022;Joaçaba;
12/05/2022;Florianópolis;
12/05/2022;Itajaí;
12/05/2022;Chapecó;
12/05/2022;Lages;
12/05/2022;Caçador;
12/05/2022;Araranguá;
12/05/2022;Indaial;
12/05/2022;Xanxerê;
12/05/2022;São Miguel do Oeste;
12/05/2022;Laguna;
12/05/2022;Curitibanos;
12/05/2022;Rio Negrinho;
12/05/2022;Campos Novos;
12/05/2022;Itapoá;
12/05/2022;Joaçaba;
13/05/2022;Florianópolis;
13/05/2022;Itajaí;
13/05/2022;Chapecó;
13/05/2022;Lages;
13/05/2022;Caçador;
13/05/2022;Araranguá;
13/05/2022;Indaial;
13/05/2022;Xanxerê;
13/05/2022;São Miguel do Oeste;
13/05/2022;Laguna;
13/05/2022;Curitibanos;
13/05/2022;Rio Negrinho;
13/05/2022;Campos Novos;
13/05/2022;Itapoá;
13/05/2022;Joaçaba;
14/05/2022;Florianópolis;
14/05/2022;Itajaí;
14/05/2022;Chapecó;
14/05/2022;Lages;
14/05/2022;Caçador;
14/05/2022;Araranguá;
14/05/2022;Indaial;
14/05/2022;Xanxerê;
14/05/2022;São Miguel do Oeste;
14/05/2022;Laguna;
14/05/2022;Curitibanos;
14/05/2022;Rio Negrinho;
14/05/2022;Campos Novos;
14/05/2022;Itapoá;
14/05/2022;Joaçaba;
15/05/2022;Florianópolis;
15/05/2022;Itajaí;
15/05/2022;Chapecó;
15/05/2022;Lages;
15/05/2022;Caçador;
15/05/2022;Araranguá;
15/05/2022;Indaial;
15/05/2022;Xanxerê;
15/05/2022;São Miguel do Oeste;
15/05/2022;Laguna;
15/05/2022;Curitibanos;
15/05/2022;Rio Negrinho;
15/05/2022;Campos Novos;
15/05/2022;Itapoá;
15/05/2022;Joaçaba;
16/05/2022;Florianópolis;
16/05/2022;Itajaí;
16/05/2022;Chapecó;
16/05/2022;Lages;
16/05/2022;Caçador;
16/05/2022;Araranguá;
16/05/2022;Indaial;
16/05/2022;Xanxerê;
16/05/2022;São Miguel do Oeste;
16/05/2022;Laguna;
16/05/2022;Curitibanos;
16/05/2022;Rio Negrinho;
16/05/2022;Campos Novos;
16/05/2022;Itapoá;
16/05/2022;Joaçaba;
17/05/2022;Florianópolis;
17/05/2022;Itajaí;
17/05/2022;Chapecó;
17/05/2022;Lages;
17/05/2022;Caçador;
17/05/2022;Araranguá;
17/05/2022;Indaial;
17/05/2022;Xanxerê;
17/05/2022;São Miguel do Oeste;
17/05/2022;Laguna;
17/05/2022;Curitibanos;
17/05/2022;Rio Negrinho;
17/05/2022;Campos Novos;
17/05/2022;Itapoá;
17/05/2022;Joaçaba;
18/05/2022;Florianópolis;
18/05/2022;Itajaí;
18/05/2022;Chapecó;
18/05/2022;Lages;
18/05/2022;Caçador;
18/05/2022;Araranguá;
18/05/2022;Indaial;
18/05/2022;Xanxerê;
18/05/2022;São Miguel do Oeste;
18/05/2022;Laguna;
18/05/2022;Curitibanos;
18/05/2022;Rio Negrinho;
18/05/2022;Campos Novos;
18/05/2022;Itapoá;
18/05/2022;Joaçaba;
19/05/2022;Florianópolis;
19/05/2022;Itajaí;
19/05/2022;Chapecó;
19/05/2022;Lages;
19/05/2022;Caçador;
19/05/2022;Araranguá;
19/05/2022;Indaial;
19/05/2022;Xanxerê;
19/05/2022;São Miguel do Oeste;
19/05/2022;Laguna;
19/05/2022;Curitibanos;
19/05/2022;Rio Negrinho;
19/05/2022;Campos Novos;
19/05/2022;Itapoá;
19/05/2022;Joaçaba;
20/05/2022;Florianópolis;
20/05/2022;Itajaí;
20/05/2022;Chapecó;
20/05/2022;Lages;
20/05/2022;Caçador;
20/05/2022;Araranguá;
20/05/2022;Indaial;
20/05/2022;Xanxerê;
20/05/2022;São Miguel do Oeste;
20/05/2022;Laguna;
20/05/2022;Curitibanos;
20/05/2022;Rio Negrinho;
20/05/2022;Campos Novos;
20/05/2022;Itapoá;
20/05/2022;Joaçaba;
21/05/2022;Florianópolis;
21/05/2022;Itajaí;
21/05/2022;Chapecó;
21/05/2022;Lages;
21/05/2022;Caçador;
21/05/2022;Araranguá;
21/05/2022;Indaial;
21/05/2022;Xanxerê;
21/05/2022;São Miguel do Oeste;
21/05/2022;Laguna;
21/05/2022;Curitibanos;
21/05/2022;Rio Negrinho;
21/05/2022;Campos Novos;
21/05/2022;Itapoá;
21/05/2022;Joaçaba;
22/05/2022;Florianópolis;
22/05/2022;Itajaí;
22/05/2022;Chapecó;
22/05/2022;Lages;
22/05/2022;Caçador;
22/05/2022;Araranguá;
22/05/2022;Indaial;
22/05/2022;Xanxerê;
22/05/2022;São Miguel do Oeste;
22/05/2022;Laguna;
22/05/2022;Curitibanos;
22/05/2022;Rio Negrinho;
22/05/2022;Campos Novos;
22/05/2022;Itapoá;
22/05/2022;Joaçaba;
23/05/2022;Florianópolis;
23/05/2022;Itajaí;
23/05/2022;Chapecó;
23/05/2022;Lages;
23/05/2022;Caçador;
23/05/2022;Araranguá;
23/05/2022;Indaial;
23/05/2022;Xanxerê;
23/05/2022;São Miguel do Oeste;
23/05/2022;Laguna;
23/05/2022;Curitibanos;
23/05/2022;Rio Negrinho;
23/05/2022;Campos Novos;
23/05/2022;Itapoá;
23/05/2022;Joaçaba;
24/05/2022;Florianópolis;
24/05/2022;Itajaí;
24/05/2022;Chapecó;
24/05/2022;Lages;
24/05/2022;Caçador;
24/05/2022;Araranguá;
24/05/2022;Indaial;
24/05/2022;Xanxerê;
24/05/2022;São Miguel do Oeste;
24/05/2022;Laguna;
24/05/2022;Curitibanos;
24/05/2022;Rio Negrinho;
24/05/2022;Campos Novos;
24/05/2022;Itapoá;
24/05/2022;Joaçaba;
25/05/2022;Florianópolis;
25/05/2022;Itajaí;
25/05/2022;Chapecó;
25/05/2022;Lages;
25/05/2022;Caçador;
25/05/2022;Araranguá;
25/05/2022;Indaial;
25/05/2022;Xanxerê;
25/05/2022;São Miguel do Oeste;
25/05/2022;Laguna;
25/05/2022;Curitibanos;
25/05/2022;Rio Negrinho;
25/05/2022;Campos Novos;
25/05/2022;Itapoá;
25/05/2022;Joaçaba;
26/05/2022;Florianópolis;
26/05/2022;Itajaí;
26/05/2022;Chapecó;
26/05/2022;Lages;
26/05/2022;Caçador;
26/05/2022;Araranguá;
26/05/2022;Indaial;
26/05/2022;Xanxerê;
26/05/2022;São Miguel do Oeste;
26/05/2022;Laguna;
26/05/2022;Curitibanos;
26/05/2022;Rio Negrinho;
26/05/2022;Campos Novos;
26/05/2022;Itapoá;
26/05/2022;Joaçaba;
27/05/2022;Florianópolis;
27/05/2022;Itajaí;
27/05/2022;Chapecó;
27/05/2022;Lages;
27/05/2022;Caçador;
27/05/2022;Araranguá;
27/05/2022;Indaial;
27/05/2022;Xanxerê;
27/05/2022;São Miguel do Oeste;
27/05/2022;Laguna;
27/05/2022;Curitibanos;
27/05/2022;Rio Negrinho;
27/05/2022;Campos Novos;
27/05/2022;Itapoá;
27/05/2022;Joaçaba;
28/05/2022;Florianópolis;
28/05/2022;Itajaí;
28/05/2022;Chapecó;
28/05/2022;Lages;
28/05/2022;Caçador;
28/05/2022;Araranguá;
28/05/2022;Indaial;
28/05/2022;Xanxerê;
28/05/2022;São Miguel do Oeste;
28/05/2022;Laguna;
28/05/2022;Curitibanos;
28/05/2022;Rio Negrinho;
28/05/2022;Campos Novos;
28/05/2022;Itapoá;
28/05/2022;Joaçaba;
29/05/2022;Florianópolis;
29/05/2022;Itajaí;
29/05/2022;Chapecó;
29/05/2022;Lages;
29/05/2022;Caçador;
29/05/2022;Araranguá;
29/05/2022;Indaial;
29/05/2022;Xanxerê;
29/05/2022;São Miguel do Oeste;
29/05/2022;Laguna;
29/05/2022;Curitibanos;
29/05/2022;Rio Negrinho;
29/05/2022;Campos Novos;
29/05/2022;Itapoá;
29/05/2022;Joaçaba;
30/05/2022;Florianópolis;
30/05/2022;Itajaí;
30/05/2022;Chapecó;
30/05/2022;Lages;
30/05/2022;Caçador;
30/05/2022;Araranguá;
30/05/2022;Indaial;
30/05/2022;Xanxerê;
30/05/2022;São Miguel do Oeste;
30/05/2022;Laguna;
30/05/2022;Curitibanos;
30/05/2022;Rio Negrinho;
30/05/2022;Campos Novos;
30/05/2022;Itapoá;
30/05/2022;Joaçaba;
31/05/2022;Florianópolis;
31/05/2022;Itajaí;
31/05/2022;Chapecó;
31/05/2022;Lages;
31/05/2022;Caçador;
31/05/2022;Araranguá;
31/05/2022;Indaial;
31/05/2022;Xanxerê;
31/05/2022;São Miguel do Oeste;
31/05/2022;Laguna;
31/05/2022;Curitibanos;
31/05/2022;Rio Negrinho;
31/05/2022;Campos Novos;
31/05/2022;Itapoá;
31/05/2022;Joaçaba;
